"試験名","試験ﾓｰﾄﾞ","試験種類","ｺﾝﾄﾛｰﾙ","試験速度1","試験速度2","試験速度3","切替点1","切替点2","伸び原点","破断、ﾘﾐｯﾄ後の動作","感度:","ﾚﾍﾞﾙ:"
"","ｼﾝｸﾞﾙ","引張","ｽﾄﾛｰｸ",10,1,1,"Off","Off","最初から","ｽﾄｯﾌﾟ",0,0

"タイトル","サブタイトル","コメント"
"","",""

"形状:","ﾊﾞｯﾁ数:","ｻﾌﾞﾊﾞｯﾁ数:"
"平板",1,1
"名前:","厚さ","幅","つかみ具間距離",
"寸法単位:","mm","mm","mm",
" 1 - 1","1.9930","2.5340","10.0000",

"名前",
"ﾊﾟﾗﾒｰﾀ",
"単位",
" 1 - 1",

" 1- 1"
"時間","試験力","ｽﾄﾛｰｸ",
"229.05",4.3125,38.166,
"229.10",4.28125,38.174,
"229.15",4.328125,38.182,
"229.20",4.3125,38.191,
"229.25",4.28125,38.199,
"229.30",4.3125,38.207,
"229.35",4.3125,38.216,
"229.40",4.28125,38.224,
"229.45",4.3125,38.232,
"229.50",4.328125,38.241,
"229.55",4.328125,38.249,
"229.60",4.296875,38.257,
"229.65",4.328125,38.266,
"229.70",4.328125,38.274,
"229.75",4.359375,38.282,
"229.80",4.328125,38.291,
"229.85",4.34375,38.299,
"229.90",4.296875,38.307,
"229.95",4.328125,38.316,
"230.00",4.40625,38.324,
"230.05",4.265625,38.332,
"230.10",4.34375,38.341,
"230.15",4.3125,38.349,
"230.20",4.328125,38.357,
"230.25",4.28125,38.366,
"230.30",4.296875,38.374,
"230.35",4.328125,38.382,
"230.40",4.328125,38.391,
"230.45",4.34375,38.399,
"230.50",4.328125,38.407,
"230.55",4.34375,38.416,
"230.60",4.359375,38.424,
"230.65",4.375,38.432,
"230.70",4.328125,38.44,
"230.75",4.34375,38.449,
"230.80",4.328125,38.457,
"230.85",4.34375,38.466,
"230.90",4.34375,38.474,
"230.95",4.359375,38.482,
"231.00",4.328125,38.491,
"231.05",4.375,38.499,
"231.10",4.359375,38.507,
"231.15",4.359375,38.516,
"231.20",4.28125,38.524,
"231.25",4.34375,38.532,
"231.30",4.34375,38.54,
"231.35",4.328125,38.549,
"231.40",4.359375,38.557,
"231.45",4.328125,38.566,
"231.50",4.375,38.574,
"231.55",4.34375,38.582,
"231.60",4.34375,38.591,
"231.65",4.34375,38.599,
"231.70",4.390625,38.607,
"231.75",4.375,38.616,
"231.80",4.359375,38.624,
"231.85",4.390625,38.632,
"231.90",4.34375,38.641,
"231.95",4.359375,38.649,
"232.00",4.359375,38.657,
"232.05",4.375,38.666,
"232.10",4.375,38.674,
"232.15",4.375,38.682,
"232.20",4.34375,38.691,
"232.25",4.34375,38.699,
"232.30",4.390625,38.707,
"232.35",4.375,38.716,
"232.40",4.359375,38.724,
"232.45",4.375,38.732,
"232.50",4.359375,38.741,
"232.55",4.375,38.749,
"232.60",4.34375,38.757,
"232.65",4.375,38.766,
"232.70",4.328125,38.774,
"232.75",4.484375,38.782,
"232.80",4.421875,38.791,
"232.85",4.359375,38.799,
"232.90",4.375,38.807,
"232.95",4.359375,38.816,
"233.00",4.359375,38.824,
"233.05",4.375,38.832,
"233.10",4.390625,38.841,
"233.15",4.34375,38.849,
"233.20",4.375,38.857,
"233.25",4.359375,38.866,
"233.30",4.375,38.874,
"233.35",4.375,38.882,
"233.40",4.359375,38.891,
"233.45",4.359375,38.899,
"233.50",4.390625,38.907,
"233.55",4.359375,38.916,
"233.60",4.40625,38.924,
"233.65",4.390625,38.932,
"233.70",4.40625,38.941,
"233.75",4.296875,38.949,
"233.80",4.40625,38.957,
"233.85",4.390625,38.966,
"233.90",4.375,38.974,
"233.95",4.375,38.982,
"234.00",4.375,38.991,
"234.05",4.40625,38.999,
"234.10",4.3125,39.007,
"234.15",4.421875,39.016,
"234.20",4.421875,39.024,
"234.25",4.421875,39.032,
"234.30",4.453125,39.041,
"234.35",4.359375,39.049,
"234.40",4.40625,39.057,
"234.45",4.34375,39.066,
"234.50",4.375,39.074,
"234.55",4.421875,39.082,
"234.60",4.375,39.091,
"234.65",4.40625,39.099,
"234.70",4.40625,39.107,
"234.75",4.421875,39.116,
"234.80",4.4375,39.124,
"234.85",4.390625,39.132,
"234.90",4.4375,39.141,
"234.95",4.421875,39.149,
"235.00",4.375,39.157,
"235.05",4.40625,39.166,
"235.10",4.328125,39.174,
"235.15",4.390625,39.182,
"235.20",4.421875,39.191,
"235.25",4.359375,39.199,
"235.30",4.359375,39.207,
"235.35",4.5,39.216,
"235.40",4.40625,39.224,
"235.45",4.390625,39.232,
"235.50",4.515625,39.241,
"235.55",4.421875,39.249,
"235.60",4.53125,39.257,
"235.65",4.390625,39.266,
"235.70",4.40625,39.274,
"235.75",4.421875,39.282,
"235.80",4.421875,39.291,
"235.85",4.4375,39.299,
"235.90",4.421875,39.307,
"235.95",4.4375,39.316,
"236.00",4.34375,39.324,
"236.05",4.40625,39.332,
"236.10",4.4375,39.341,
"236.15",4.390625,39.349,
"236.20",4.421875,39.357,
"236.25",4.421875,39.366,
"236.30",4.421875,39.374,
"236.35",4.4375,39.382,
"236.40",4.46875,39.391,
"236.45",4.4375,39.399,
"236.50",4.46875,39.407,
"236.55",4.421875,39.416,
"236.60",4.40625,39.424,
"236.65",4.4375,39.432,
"236.70",4.4375,39.44,
"236.75",4.4375,39.449,
"236.80",4.4375,39.457,
"236.85",4.390625,39.466,
"236.90",4.421875,39.474,
"236.95",4.421875,39.482,
"237.00",4.484375,39.491,
"237.05",4.46875,39.499,
"237.10",4.453125,39.507,
"237.15",4.390625,39.516,
"237.20",4.4375,39.524,
"237.25",4.4375,39.532,
"237.30",4.421875,39.54,
"237.35",4.421875,39.549,
"237.40",4.40625,39.557,
"237.45",4.46875,39.566,
"237.50",4.421875,39.574,
"237.55",4.421875,39.582,
"237.60",4.4375,39.591,
"237.65",4.453125,39.599,
"237.70",4.4375,39.607,
"237.75",4.515625,39.616,
"237.80",4.5,39.624,
"237.85",4.453125,39.632,
"237.90",4.453125,39.641,
"237.95",4.390625,39.649,
"238.00",4.375,39.657,
"238.05",4.453125,39.666,
"238.10",4.4375,39.674,
"238.15",4.453125,39.682,
"238.20",4.4375,39.691,
"238.25",4.46875,39.699,
"238.30",4.4375,39.707,
"238.35",4.40625,39.716,
"238.40",4.46875,39.724,
"238.45",4.453125,39.732,
"238.50",4.453125,39.741,
"238.55",4.46875,39.749,
"238.60",4.421875,39.757,
"238.65",4.4375,39.766,
"238.70",4.4375,39.774,
"238.75",4.484375,39.782,
"238.80",4.453125,39.791,
"238.85",4.453125,39.799,
"238.90",4.46875,39.807,
"238.95",4.46875,39.816,
"239.00",4.453125,39.824,
"239.05",4.453125,39.832,
"239.10",4.453125,39.841,
"239.15",4.4375,39.849,
"239.20",4.46875,39.857,
"239.25",4.484375,39.866,
"239.30",4.484375,39.874,
"239.35",4.4375,39.882,
"239.40",4.453125,39.891,
"239.45",4.46875,39.899,
"239.50",4.453125,39.907,
"239.55",4.484375,39.916,
"239.60",4.453125,39.924,
"239.65",4.453125,39.932,
"239.70",4.453125,39.941,
"239.75",4.453125,39.949,
"239.80",4.421875,39.957,
"239.85",4.46875,39.966,
"239.90",4.421875,39.974,
"239.95",4.484375,39.982,
"240.00",4.453125,39.991,
"240.05",4.484375,39.999,
"240.10",4.4375,40.007,
"240.15",4.453125,40.016,
"240.20",4.453125,40.024,
"240.25",4.46875,40.032,
"240.30",4.484375,40.041,
"240.35",4.484375,40.049,
"240.40",4.5,40.057,
"240.45",4.5,40.066,
"240.50",4.515625,40.074,
"240.55",4.546875,40.082,
"240.60",4.46875,40.091,
"240.65",4.515625,40.099,
"240.70",4.484375,40.107,
"240.75",4.5,40.116,
"240.80",4.484375,40.124,
"240.85",4.515625,40.132,
"240.90",4.484375,40.141,
"240.95",4.5,40.149,
"241.00",4.46875,40.157,
"241.05",4.484375,40.166,
"241.10",4.484375,40.174,
"241.15",4.5,40.182,
"241.20",4.5,40.191,
"241.25",4.484375,40.199,
"241.30",4.53125,40.207,
"241.35",4.515625,40.216,
"241.40",4.484375,40.224,
"241.45",4.484375,40.232,
"241.50",4.453125,40.241,
"241.55",4.484375,40.249,
"241.60",4.484375,40.257,
"241.65",4.484375,40.266,
"241.70",4.375,40.274,
"241.75",4.59375,40.282,
"241.80",4.53125,40.291,
"241.85",4.46875,40.299,
"241.90",4.46875,40.307,
"241.95",4.484375,40.316,
"242.00",4.5,40.324,
"242.05",4.5,40.332,
"242.10",4.515625,40.341,
"242.15",4.4375,40.349,
"242.20",4.5,40.357,
"242.25",4.484375,40.366,
"242.30",4.484375,40.374,
"242.35",4.515625,40.382,
"242.40",4.546875,40.391,
"242.45",4.484375,40.399,
"242.50",4.546875,40.407,
"242.55",4.484375,40.416,
"242.60",4.53125,40.424,
"242.65",4.546875,40.432,
"242.70",4.53125,40.44,
"242.75",4.53125,40.449,
"242.80",4.53125,40.457,
"242.85",4.46875,40.466,
"242.90",4.5,40.474,
"242.95",4.515625,40.482,
"243.00",4.53125,40.491,
"243.05",4.46875,40.499,
"243.10",4.515625,40.507,
"243.15",4.515625,40.515,
"243.20",4.53125,40.524,
"243.25",4.609375,40.532,
"243.30",4.515625,40.54,
"243.35",4.453125,40.549,
"243.40",4.53125,40.557,
"243.45",4.515625,40.566,
"243.50",4.453125,40.574,
"243.55",4.515625,40.582,
"243.60",4.546875,40.591,
"243.65",4.4375,40.599,
"243.70",4.53125,40.607,
"243.75",4.53125,40.616,
"243.80",4.53125,40.624,
"243.85",4.53125,40.632,
"243.90",4.515625,40.641,
"243.95",4.546875,40.649,
"244.00",4.53125,40.657,
"244.05",4.515625,40.666,
"244.10",4.515625,40.674,
"244.15",4.5,40.682,
"244.20",4.515625,40.691,
"244.25",4.625,40.699,
"244.30",4.515625,40.707,
"244.35",4.5,40.716,
"244.40",4.515625,40.724,
"244.45",4.453125,40.732,
"244.50",4.53125,40.741,
"244.55",4.515625,40.749,
"244.60",4.546875,40.757,
"244.65",4.53125,40.766,
"244.70",4.5625,40.774,
"244.75",4.609375,40.782,
"244.80",4.546875,40.791,
"244.85",4.53125,40.799,
"244.90",4.5625,40.807,
"244.95",4.53125,40.816,
"245.00",4.515625,40.824,
"245.05",4.53125,40.832,
"245.10",4.546875,40.841,
"245.15",4.546875,40.849,
"245.20",4.546875,40.857,
"245.25",4.515625,40.866,
"245.30",4.515625,40.874,
"245.35",4.546875,40.882,
"245.40",4.59375,40.891,
"245.45",4.546875,40.899,
"245.50",4.5625,40.907,
"245.55",4.546875,40.916,
"245.60",4.546875,40.924,
"245.65",4.5625,40.932,
"245.70",4.546875,40.941,
"245.75",4.484375,40.949,
"245.80",4.5625,40.957,
"245.85",4.5625,40.966,
"245.90",4.53125,40.974,
"245.95",4.546875,40.982,
"246.00",4.5625,40.991,
"246.05",4.546875,40.999,
"246.10",4.546875,41.007,
"246.15",4.546875,41.016,
"246.20",4.578125,41.024,
"246.25",4.546875,41.032,
"246.30",4.515625,41.041,
"246.35",4.5625,41.049,
"246.40",4.578125,41.057,
"246.45",4.59375,41.066,
"246.50",4.546875,41.074,
"246.55",4.546875,41.082,
"246.60",4.5625,41.091,
"246.65",4.546875,41.099,
"246.70",4.53125,41.107,
"246.75",4.546875,41.116,
"246.80",4.578125,41.124,
"246.85",4.59375,41.132,
"246.90",4.5625,41.141,
"246.95",4.546875,41.149,
"247.00",4.5625,41.157,
"247.05",4.578125,41.166,
"247.10",4.578125,41.174,
"247.15",4.5,41.182,
"247.20",4.578125,41.191,
"247.25",4.546875,41.199,
"247.30",4.5625,41.207,
"247.35",4.59375,41.216,
"247.40",4.546875,41.224,
"247.45",4.578125,41.232,
"247.50",4.546875,41.241,
"247.55",4.5625,41.249,
"247.60",4.53125,41.257,
"247.65",4.59375,41.266,
"247.70",4.546875,41.274,
"247.75",4.59375,41.282,
"247.80",4.578125,41.291,
"247.85",4.5625,41.299,
"247.90",4.546875,41.307,
"247.95",4.578125,41.316,
"248.00",4.5625,41.324,
"248.05",4.578125,41.332,
"248.10",4.578125,41.341,
"248.15",4.578125,41.349,
"248.20",4.578125,41.357,
"248.25",4.59375,41.366,
"248.30",4.65625,41.374,
"248.35",4.59375,41.382,
"248.40",4.484375,41.391,
"248.45",4.5625,41.399,
"248.50",4.578125,41.407,
"248.55",4.546875,41.416,
"248.60",4.609375,41.424,
"248.65",4.578125,41.432,
"248.70",4.59375,41.44,
"248.75",4.5625,41.449,
"248.80",4.5625,41.457,
"248.85",4.59375,41.466,
"248.90",4.578125,41.474,
"248.95",4.609375,41.482,
"249.00",4.59375,41.491,
"249.05",4.546875,41.499,
"249.10",4.609375,41.507,
"249.15",4.609375,41.516,
"249.20",4.578125,41.524,
"249.25",4.59375,41.532,
"249.30",4.609375,41.54,
"249.35",4.578125,41.549,
"249.40",4.609375,41.557,
"249.45",4.59375,41.566,
"249.50",4.578125,41.574,
"249.55",4.59375,41.582,
"249.60",4.609375,41.591,
"249.65",4.578125,41.599,
"249.70",4.59375,41.607,
"249.75",4.578125,41.616,
"249.80",4.546875,41.624,
"249.85",4.609375,41.632,
"249.90",4.578125,41.641,
"249.95",4.5625,41.649,
"250.00",4.609375,41.657,
"250.05",4.640625,41.666,
"250.10",4.625,41.674,
"250.15",4.59375,41.682,
"250.20",4.625,41.691,
"250.25",4.578125,41.699,
"250.30",4.671875,41.707,
"250.35",4.625,41.716,
"250.40",4.515625,41.724,
"250.45",4.546875,41.732,
"250.50",4.59375,41.741,
"250.55",4.59375,41.749,
"250.60",4.609375,41.757,
"250.65",4.625,41.766,
"250.70",4.640625,41.774,
"250.75",4.609375,41.782,
"250.80",4.609375,41.791,
"250.85",4.59375,41.799,
"250.90",4.609375,41.807,
"250.95",4.609375,41.816,
"251.00",4.609375,41.824,
"251.05",4.609375,41.832,
"251.10",4.625,41.841,
"251.15",4.59375,41.849,
"251.20",4.59375,41.857,
"251.25",4.640625,41.866,
"251.30",4.625,41.874,
"251.35",4.609375,41.882,
"251.40",4.671875,41.891,
"251.45",4.625,41.899,
"251.50",4.640625,41.907,
"251.55",4.609375,41.916,
"251.60",4.65625,41.924,
"251.65",4.640625,41.932,
"251.70",4.625,41.941,
"251.75",4.640625,41.949,
"251.80",4.640625,41.957,
"251.85",4.609375,41.966,
"251.90",4.609375,41.974,
"251.95",4.625,41.982,
"252.00",4.625,41.991,
"252.05",4.625,41.999,
"252.10",4.609375,42.007,
"252.15",4.59375,42.016,
"252.20",4.625,42.024,
"252.25",4.640625,42.032,
"252.30",4.640625,42.041,
"252.35",4.640625,42.049,
"252.40",4.625,42.057,
"252.45",4.640625,42.066,
"252.50",4.65625,42.074,
"252.55",4.609375,42.082,
"252.60",4.625,42.091,
"252.65",4.640625,42.099,
"252.70",4.625,42.107,
"252.75",4.65625,42.116,
"252.80",4.609375,42.124,
"252.85",4.640625,42.132,
"252.90",4.671875,42.141,
"252.95",4.625,42.149,
"253.00",4.65625,42.157,
"253.05",4.640625,42.166,
"253.10",4.65625,42.174,
"253.15",4.640625,42.182,
"253.20",4.65625,42.191,
"253.25",4.65625,42.199,
"253.30",4.65625,42.207,
"253.35",4.640625,42.216,
"253.40",4.65625,42.224,
"253.45",4.640625,42.232,
"253.50",4.65625,42.241,
"253.55",4.640625,42.249,
"253.60",4.640625,42.257,
"253.65",4.625,42.266,
"253.70",4.625,42.274,
"253.75",4.609375,42.282,
"253.80",4.640625,42.291,
"253.85",4.65625,42.299,
"253.90",4.640625,42.307,
"253.95",4.65625,42.316,
"254.00",4.640625,42.324,
"254.05",4.71875,42.332,
"254.10",4.625,42.341,
"254.15",4.65625,42.349,
"254.20",4.703125,42.357,
"254.25",4.671875,42.366,
"254.30",4.640625,42.374,
"254.35",4.671875,42.382,
"254.40",4.640625,42.391,
"254.45",4.640625,42.399,
"254.50",4.640625,42.407,
"254.55",4.578125,42.416,
"254.60",4.71875,42.424,
"254.65",4.671875,42.432,
"254.70",4.65625,42.44,
"254.75",4.734375,42.449,
"254.80",4.65625,42.457,
"254.85",4.671875,42.466,
"254.90",4.65625,42.474,
"254.95",4.671875,42.482,
"255.00",4.671875,42.491,
"255.05",4.640625,42.499,
"255.10",4.671875,42.507,
"255.15",4.65625,42.516,
"255.20",4.640625,42.524,
"255.25",4.65625,42.532,
"255.30",4.65625,42.54,
"255.35",4.671875,42.549,
"255.40",4.703125,42.557,
"255.45",4.671875,42.566,
"255.50",4.65625,42.574,
"255.55",4.640625,42.582,
"255.60",4.671875,42.591,
"255.65",4.6875,42.599,
"255.70",4.609375,42.607,
"255.75",4.6875,42.616,
"255.80",4.640625,42.624,
"255.85",4.6875,42.632,
"255.90",4.65625,42.641,
"255.95",4.65625,42.649,
"256.00",4.671875,42.657,
"256.05",4.703125,42.666,
"256.10",4.6875,42.674,
"256.15",4.671875,42.682,
"256.20",4.703125,42.691,
"256.25",4.6875,42.699,
"256.30",4.703125,42.707,
"256.35",4.65625,42.716,
"256.40",4.671875,42.724,
"256.45",4.703125,42.732,
"256.50",4.65625,42.741,
"256.55",4.671875,42.749,
"256.60",4.640625,42.757,
"256.65",4.703125,42.766,
"256.70",4.65625,42.774,
"256.75",4.671875,42.782,
"256.80",4.71875,42.791,
"256.85",4.6875,42.799,
"256.90",4.6875,42.807,
"256.95",4.71875,42.816,
"257.00",4.671875,42.824,
"257.05",4.671875,42.832,
"257.10",4.671875,42.841,
"257.15",4.671875,42.849,
"257.20",4.671875,42.857,
"257.25",4.6875,42.866,
"257.30",4.640625,42.874,
"257.35",4.703125,42.882,
"257.40",4.75,42.891,
"257.45",4.71875,42.899,
"257.50",4.734375,42.907,
"257.55",4.640625,42.916,
"257.60",4.765625,42.924,
"257.65",4.6875,42.932,
"257.70",4.6875,42.941,
"257.75",4.6875,42.949,
"257.80",4.6875,42.957,
"257.85",4.71875,42.966,
"257.90",4.6875,42.974,
"257.95",4.6875,42.982,
"258.00",4.6875,42.991,
"258.05",4.671875,42.999,
"258.10",4.671875,43.007,
"258.15",4.71875,43.016,
"258.20",4.71875,43.024,
"258.25",4.734375,43.032,
"258.30",4.765625,43.041,
"258.35",4.71875,43.049,
"258.40",4.71875,43.057,
"258.45",4.640625,43.066,
"258.50",4.6875,43.074,
"258.55",4.65625,43.082,
"258.60",4.75,43.091,
"258.65",4.703125,43.099,
"258.70",4.71875,43.107,
"258.75",4.75,43.116,
"258.80",4.765625,43.124,
"258.85",4.71875,43.132,
"258.90",4.703125,43.141,
"258.95",4.671875,43.149,
"259.00",4.703125,43.157,
"259.05",4.734375,43.166,
"259.10",4.65625,43.174,
"259.15",4.734375,43.182,
"259.20",4.671875,43.191,
"259.25",4.71875,43.199,
"259.30",4.71875,43.207,
"259.35",4.71875,43.216,
"259.40",4.734375,43.224,
"259.45",4.6875,43.232,
"259.50",4.703125,43.241,
"259.55",4.703125,43.249,
"259.60",4.734375,43.257,
"259.65",4.671875,43.266,
"259.70",4.6875,43.274,
"259.75",4.71875,43.282,
"259.80",4.75,43.291,
"259.85",4.734375,43.299,
"259.90",4.71875,43.307,
"259.95",4.703125,43.316,
"260.00",4.71875,43.324,
"260.05",4.671875,43.332,
"260.10",4.75,43.341,
"260.15",4.734375,43.349,
"260.20",4.796875,43.357,
"260.25",4.6875,43.366,
"260.30",4.703125,43.374,
"260.35",4.734375,43.382,
"260.40",4.75,43.391,
"260.45",4.734375,43.399,
"260.50",4.71875,43.407,
"260.55",4.734375,43.416,
"260.60",4.703125,43.424,
"260.65",4.71875,43.432,
"260.70",4.75,43.44,
"260.75",4.765625,43.449,
"260.80",4.71875,43.457,
"260.85",4.765625,43.466,
"260.90",4.703125,43.474,
"260.95",4.671875,43.482,
"261.00",4.734375,43.491,
"261.05",4.734375,43.499,
"261.10",4.75,43.507,
"261.15",4.71875,43.516,
"261.20",4.796875,43.524,
"261.25",4.75,43.532,
"261.30",4.765625,43.54,
"261.35",4.75,43.549,
"261.40",4.71875,43.557,
"261.45",4.734375,43.565,
"261.50",4.71875,43.574,
"261.55",4.6875,43.582,
"261.60",4.71875,43.591,
"261.65",4.71875,43.599,
"261.70",4.734375,43.607,
"261.75",4.71875,43.616,
"261.80",4.703125,43.624,
"261.85",4.8125,43.632,
"261.90",4.75,43.641,
"261.95",4.734375,43.649,
"262.00",4.75,43.657,
"262.05",4.78125,43.666,
"262.10",4.71875,43.674,
"262.15",4.65625,43.682,
"262.20",4.734375,43.691,
"262.25",4.71875,43.699,
"262.30",4.796875,43.707,
"262.35",4.734375,43.716,
"262.40",4.75,43.724,
"262.45",4.703125,43.732,
"262.50",4.75,43.741,
"262.55",4.734375,43.749,
"262.60",4.75,43.757,
"262.65",4.765625,43.766,
"262.70",4.765625,43.774,
"262.75",4.75,43.782,
"262.80",4.828125,43.791,
"262.85",4.75,43.799,
"262.90",4.75,43.807,
"262.95",4.75,43.816,
"263.00",4.734375,43.824,
"263.05",4.71875,43.832,
"263.10",4.75,43.841,
"263.15",4.765625,43.849,
"263.20",4.734375,43.857,
"263.25",4.71875,43.866,
"263.30",4.734375,43.874,
"263.35",4.71875,43.882,
"263.40",4.75,43.891,
"263.45",4.75,43.899,
"263.50",4.765625,43.907,
"263.55",4.75,43.916,
"263.60",4.75,43.924,
"263.65",4.75,43.932,
"263.70",4.75,43.94,
"263.75",4.796875,43.949,
"263.80",4.734375,43.957,
"263.85",4.765625,43.966,
"263.90",4.78125,43.974,
"263.95",4.75,43.982,
"264.00",4.828125,43.991,
"264.05",4.734375,43.999,
"264.10",4.75,44.007,
"264.15",4.734375,44.016,
"264.20",4.859375,44.024,
"264.25",4.75,44.032,
"264.30",4.78125,44.041,
"264.35",4.765625,44.049,
"264.40",4.75,44.057,
"264.45",4.765625,44.066,
"264.50",4.734375,44.074,
"264.55",4.765625,44.082,
"264.60",4.78125,44.091,
"264.65",4.734375,44.099,
"264.70",4.71875,44.107,
"264.75",4.828125,44.116,
"264.80",4.75,44.124,
"264.85",4.828125,44.132,
"264.90",4.78125,44.141,
"264.95",4.75,44.149,
"265.00",4.828125,44.157,
"265.05",4.765625,44.166,
"265.10",4.765625,44.174,
"265.15",4.78125,44.182,
"265.20",4.734375,44.191,
"265.25",4.734375,44.199,
"265.30",4.765625,44.207,
"265.35",4.75,44.216,
"265.40",4.71875,44.224,
"265.45",4.78125,44.232,
"265.50",4.765625,44.241,
"265.55",4.765625,44.249,
"265.60",4.75,44.257,
"265.65",4.78125,44.266,
"265.70",4.765625,44.274,
"265.75",4.75,44.282,
"265.80",4.765625,44.291,
"265.85",4.75,44.299,
"265.90",4.734375,44.307,
"265.95",4.75,44.316,
"266.00",4.765625,44.324,
"266.05",4.703125,44.332,
"266.10",4.765625,44.341,
"266.15",4.75,44.349,
"266.20",4.828125,44.357,
"266.25",4.796875,44.366,
"266.30",4.765625,44.374,
"266.35",4.8125,44.382,
"266.40",4.75,44.391,
"266.45",4.796875,44.399,
"266.50",4.828125,44.407,
"266.55",4.84375,44.416,
"266.60",4.75,44.424,
"266.65",4.78125,44.432,
"266.70",4.734375,44.441,
"266.75",4.734375,44.449,
"266.80",4.78125,44.457,
"266.85",4.734375,44.466,
"266.90",4.78125,44.474,
"266.95",4.765625,44.482,
"267.00",4.78125,44.491,
"267.05",4.796875,44.499,
"267.10",4.796875,44.507,
"267.15",4.828125,44.515,
"267.20",4.78125,44.524,
"267.25",4.765625,44.532,
"267.30",4.78125,44.541,
"267.35",4.703125,44.549,
"267.40",4.765625,44.557,
"267.45",4.75,44.566,
"267.50",4.765625,44.574,
"267.55",4.78125,44.582,
"267.60",4.75,44.591,
"267.65",4.765625,44.599,
"267.70",4.828125,44.607,
"267.75",4.75,44.616,
"267.80",4.703125,44.624,
"267.85",4.75,44.632,
"267.90",4.75,44.641,
"267.95",4.734375,44.649,
"268.00",4.703125,44.657,
"268.05",4.6875,44.666,
"268.10",4.578125,44.674,
"268.15",3.84375,44.682,
"268.20",1.8125,44.691,
"268.25",.3125,44.699,
"268.30",-.1875,44.707,
"268.35",-.296875,44.716,
"268.40",-.125,44.724,
"268.45",-.03125,44.732,
"268.50",0,44.741,
"268.55",0,44.749,
"268.60",0,44.757,
"268.65",-.046875,44.766,
"268.70",0,44.774,
"268.75",-.015625,44.782,
"268.80",.03125,44.791,
"268.85",0,44.799,
"268.90",-.015625,44.807,
"268.95",0,44.816,
"269.00",-.015625,44.824,
"269.05",-.0625,44.832,
"269.10",-.03125,44.841,
"269.15",0,44.849,
"269.20",.015625,44.857,
"269.25",0,44.866,
"269.30",-.015625,44.874,
"269.35",-.0625,44.882,
"269.40",0,44.891,
"269.45",-.03125,44.899,
"269.50",0,44.907,
"269.55",-.015625,44.915,
"269.60",-.046875,44.924,
"269.65",0,44.932,
"269.70",-.03125,44.94,
"269.75",-.03125,44.949,
"269.80",-.03125,44.957,
"269.85",-.015625,44.966,
"269.90",-.03125,44.974,
"269.95",-.03125,44.982,
"270.00",.03125,44.991,
"270.05",-.046875,44.999,
"270.10",-.03125,45.007,
"270.15",-.015625,45.016,
"270.20",-.046875,45.024,
"270.25",-.015625,45.032,
"270.30",-.015625,45.041,
"270.35",-.015625,45.049,
"270.40",0,45.057,
"270.45",0,45.066,
"270.50",-.015625,45.074,
"270.55",0,45.082,
"270.60",0,45.091,
"270.65",.09375,45.099,
"270.70",0,45.107,
"270.75",0,45.116,
"270.80",-.015625,45.124,
"270.85",-.015625,45.132,
"270.90",-.015625,45.141,
"270.95",-.03125,45.149,
"271.00",-.03125,45.157,
"271.05",-.015625,45.166,
"271.10",0,45.174,
"271.15",-.015625,45.182,
"271.20",-.015625,45.191,
"271.25",-.0625,45.199,
"271.30",-.03125,45.207,
"271.35",-.015625,45.216,
"271.40",0,45.224,
"271.45",0,45.232,
"271.50",-.015625,45.241,
"271.55",-.015625,45.249,
"271.60",.046875,45.257,
"271.65",-.0625,45.266,
"271.70",0,45.274,
"271.75",0,45.282,
"271.80",-.015625,45.291,
"271.85",-.015625,45.299,
"271.90",-.046875,45.307,
"271.95",-.03125,45.316,
"272.00",0,45.324,
"272.05",-.03125,45.332,
"272.10",-.0625,45.341,
"272.15",-.015625,45.349,
"272.20",0,45.357,
"272.25",0,45.366,
"272.30",-.03125,45.374,
"272.35",0,45.382,
"272.40",-.015625,45.391,
"272.45",-.09375,45.399,
"272.50",0,45.407,
"272.55",0,45.416,
"272.60",0,45.424,
"272.65",-.046875,45.432,
"272.70",-.046875,45.441,
"272.75",-.015625,45.449,
"272.80",0,45.457,
"272.85",-.03125,45.466,
"272.90",-.015625,45.474,
"272.95",0,45.482,
"273.00",-.03125,45.491,
"273.05",-.03125,45.499,
"273.10",-.015625,45.507,
"273.15",0,45.516,
"273.20",0,45.524,
"273.25",-.015625,45.532,
"273.30",-.03125,45.541,
"273.35",-.015625,45.549,
"273.40",0,45.557,
"273.45",-.015625,45.566,
"273.50",-.03125,45.574,
"273.55",0,45.582,
"273.60",0,45.591,
"273.65",0,45.599,
"273.70",0,45.607,
"273.75",0,45.616,
"273.80",0,45.624,
"273.85",-.03125,45.632,
"273.90",0,45.641,
"273.95",0,45.649,
"274.00",0,45.657,
"274.05",-.03125,45.666,
"274.10",-.03125,45.674,
"274.15",0,45.682,
"274.20",-.015625,45.691,
"274.25",-.03125,45.699,
"274.30",-.078125,45.707,
"274.35",0,45.716,
"274.40",-.03125,45.724,
"274.45",0,45.732,
"274.50",-.015625,45.741,
"274.55",-.015625,45.749,
"274.60",0,45.757,
"274.65",0,45.766,
"274.70",0,45.774,
"274.75",0,45.782,
"274.80",-.015625,45.791,
"274.85",-.03125,45.799,
"274.90",0,45.807,
"274.95",-.015625,45.816,
"275.00",-.015625,45.824,
"275.05",-.03125,45.832,
"275.10",0,45.841,
"275.15",-.03125,45.849,
