"試験名","試験ﾓｰﾄﾞ","試験種類","ｺﾝﾄﾛｰﾙ","試験速度1","試験速度2","試験速度3","切替点1","切替点2","伸び原点","破断、ﾘﾐｯﾄ後の動作","感度:","ﾚﾍﾞﾙ:"
"","ｼﾝｸﾞﾙ","引張","ｽﾄﾛｰｸ",10,1,1,"Off","Off","最初から","ｽﾄｯﾌﾟ",0,0

"タイトル","サブタイトル","コメント"
"","",""

"形状:","ﾊﾞｯﾁ数:","ｻﾌﾞﾊﾞｯﾁ数:"
"平板",1,1
"名前:","厚さ","幅","つかみ具間距離",
"寸法単位:","mm","mm","mm",
" 1 - 1","1.9930","2.5340","10.0000",

"名前",
"ﾊﾟﾗﾒｰﾀ",
"単位",
" 1 - 1",

" 1- 1"
"時間","試験力","ｽﾄﾛｰｸ",
"46.10",1.59375,7.674,
"46.15",1.53125,7.682,
"46.20",1.609375,7.691,
"46.25",1.609375,7.699,
"46.30",1.546875,7.707,
"46.35",1.59375,7.716,
"46.40",1.625,7.724,
"46.45",1.609375,7.732,
"46.50",1.625,7.741,
"46.55",1.640625,7.749,
"46.60",1.625,7.757,
"46.65",1.59375,7.766,
"46.70",1.59375,7.774,
"46.75",1.609375,7.782,
"46.80",1.546875,7.791,
"46.85",1.6875,7.799,
"46.90",1.65625,7.807,
"46.95",1.65625,7.816,
"47.00",1.625,7.824,
"47.05",1.65625,7.832,
"47.10",1.671875,7.841,
"47.15",1.59375,7.849,
"47.20",1.59375,7.857,
"47.25",1.625,7.866,
"47.30",1.65625,7.874,
"47.35",1.671875,7.882,
"47.40",1.703125,7.891,
"47.45",1.609375,7.899,
"47.50",1.671875,7.907,
"47.55",1.609375,7.916,
"47.60",1.65625,7.924,
"47.65",1.625,7.932,
"47.70",1.609375,7.941,
"47.75",1.609375,7.949,
"47.80",1.640625,7.957,
"47.85",1.625,7.966,
"47.90",1.640625,7.974,
"47.95",1.59375,7.982,
"48.00",1.625,7.991,
"48.05",1.625,7.999,
"48.10",1.59375,8.007,
"48.15",1.625,8.016,
"48.20",1.65625,8.024,
"48.25",1.59375,8.032,
"48.30",1.625,8.041,
"48.35",1.609375,8.049,
"48.40",1.625,8.057,
"48.45",1.625,8.066,
"48.50",1.609375,8.074,
"48.55",1.640625,8.082,
"48.60",1.640625,8.091,
"48.65",1.671875,8.099,
"48.70",1.65625,8.107,
"48.75",1.65625,8.116,
"48.80",1.65625,8.124,
"48.85",1.65625,8.132,
"48.90",1.640625,8.141,
"48.95",1.671875,8.149,
"49.00",1.703125,8.157,
"49.05",1.640625,8.166,
"49.10",1.625,8.174,
"49.15",1.671875,8.182,
"49.20",1.65625,8.191,
"49.25",1.671875,8.199,
"49.30",1.671875,8.207,
"49.35",1.640625,8.216,
"49.40",1.671875,8.224,
"49.45",1.65625,8.232,
"49.50",1.640625,8.241,
"49.55",1.65625,8.249,
"49.60",1.671875,8.257,
"49.65",1.6875,8.266,
"49.70",1.671875,8.274,
"49.75",1.703125,8.282,
"49.80",1.65625,8.291,
"49.85",1.703125,8.299,
"49.90",1.671875,8.307,
"49.95",1.6875,8.316,
"50.00",1.671875,8.324,
"50.05",1.703125,8.332,
"50.10",1.6875,8.341,
"50.15",1.6875,8.349,
"50.20",1.75,8.357,
"50.25",1.703125,8.366,
"50.30",1.609375,8.374,
"50.35",1.671875,8.382,
"50.40",1.71875,8.391,
"50.45",1.671875,8.399,
"50.50",1.671875,8.407,
"50.55",1.6875,8.416,
"50.60",1.71875,8.424,
"50.65",1.671875,8.432,
"50.70",1.734375,8.44,
"50.75",1.640625,8.449,
"50.80",1.765625,8.457,
"50.85",1.71875,8.466,
"50.90",1.6875,8.474,
"50.95",1.6875,8.482,
"51.00",1.6875,8.491,
"51.05",1.703125,8.499,
"51.10",1.6875,8.507,
"51.15",1.6875,8.516,
"51.20",1.703125,8.524,
"51.25",1.734375,8.532,
"51.30",1.6875,8.54,
"51.35",1.6875,8.549,
"51.40",1.703125,8.557,
"51.45",1.6875,8.566,
"51.50",1.6875,8.574,
"51.55",1.703125,8.582,
"51.60",1.703125,8.591,
"51.65",1.65625,8.599,
"51.70",1.75,8.607,
"51.75",1.71875,8.616,
"51.80",1.734375,8.624,
"51.85",1.6875,8.632,
"51.90",1.703125,8.641,
"51.95",1.703125,8.649,
"52.00",1.703125,8.657,
"52.05",1.71875,8.666,
"52.10",1.71875,8.674,
"52.15",1.6875,8.682,
"52.20",1.703125,8.691,
"52.25",1.6875,8.699,
"52.30",1.703125,8.707,
"52.35",1.703125,8.716,
"52.40",1.671875,8.724,
"52.45",1.71875,8.732,
"52.50",1.71875,8.741,
"52.55",1.71875,8.749,
"52.60",1.6875,8.757,
"52.65",1.71875,8.766,
"52.70",1.71875,8.774,
"52.75",1.78125,8.782,
"52.80",1.671875,8.791,
"52.85",1.734375,8.799,
"52.90",1.71875,8.807,
"52.95",1.71875,8.816,
"53.00",1.75,8.824,
"53.05",1.734375,8.832,
"53.10",1.734375,8.841,
"53.15",1.734375,8.849,
"53.20",1.703125,8.857,
"53.25",1.734375,8.866,
"53.30",1.75,8.874,
"53.35",1.734375,8.882,
"53.40",1.65625,8.891,
"53.45",1.6875,8.899,
"53.50",1.71875,8.907,
"53.55",1.734375,8.916,
"53.60",1.71875,8.924,
"53.65",1.734375,8.932,
"53.70",1.75,8.94,
"53.75",1.75,8.949,
"53.80",1.71875,8.957,
"53.85",1.75,8.966,
"53.90",1.734375,8.974,
"53.95",1.734375,8.982,
"54.00",1.75,8.991,
"54.05",1.71875,8.999,
"54.10",1.734375,9.007,
"54.15",1.765625,9.016,
"54.20",1.765625,9.024,
"54.25",1.75,9.032,
"54.30",1.75,9.041,
"54.35",1.734375,9.049,
"54.40",1.765625,9.057,
"54.45",1.703125,9.066,
"54.50",1.765625,9.074,
"54.55",1.734375,9.082,
"54.60",1.78125,9.091,
"54.65",1.765625,9.099,
"54.70",1.765625,9.107,
"54.75",1.765625,9.116,
"54.80",1.78125,9.124,
"54.85",1.765625,9.132,
"54.90",1.734375,9.141,
"54.95",1.765625,9.149,
"55.00",1.78125,9.157,
"55.05",1.71875,9.166,
"55.10",1.78125,9.174,
"55.15",1.765625,9.182,
"55.20",1.765625,9.191,
"55.25",1.734375,9.199,
"55.30",1.75,9.207,
"55.35",1.765625,9.216,
"55.40",1.734375,9.224,
"55.45",1.78125,9.232,
"55.50",1.765625,9.241,
"55.55",1.8125,9.249,
"55.60",1.75,9.257,
"55.65",1.765625,9.266,
"55.70",1.734375,9.274,
"55.75",1.796875,9.282,
"55.80",1.796875,9.291,
"55.85",1.765625,9.299,
"55.90",1.765625,9.307,
"55.95",1.8125,9.316,
"56.00",1.796875,9.324,
"56.05",1.765625,9.332,
"56.10",1.78125,9.341,
"56.15",1.765625,9.349,
"56.20",1.796875,9.357,
"56.25",1.796875,9.366,
"56.30",1.796875,9.374,
"56.35",1.78125,9.382,
"56.40",1.765625,9.391,
"56.45",1.796875,9.399,
"56.50",1.765625,9.407,
"56.55",1.796875,9.416,
"56.60",1.8125,9.424,
"56.65",1.796875,9.432,
"56.70",1.8125,9.44,
"56.75",1.765625,9.449,
"56.80",1.8125,9.457,
"56.85",1.796875,9.466,
"56.90",1.828125,9.474,
"56.95",1.8125,9.482,
"57.00",1.84375,9.491,
"57.05",1.796875,9.499,
"57.10",1.8125,9.507,
"57.15",1.8125,9.516,
"57.20",1.875,9.524,
"57.25",1.84375,9.532,
"57.30",1.796875,9.541,
"57.35",1.78125,9.549,
"57.40",1.875,9.557,
"57.45",1.828125,9.566,
"57.50",1.796875,9.574,
"57.55",1.8125,9.582,
"57.60",1.828125,9.591,
"57.65",1.78125,9.599,
"57.70",1.84375,9.607,
"57.75",1.8125,9.616,
"57.80",1.8125,9.624,
"57.85",1.8125,9.632,
"57.90",1.828125,9.641,
"57.95",1.890625,9.649,
"58.00",1.78125,9.657,
"58.05",1.8125,9.666,
"58.10",1.828125,9.674,
"58.15",1.84375,9.682,
"58.20",1.78125,9.691,
"58.25",1.859375,9.699,
"58.30",1.8125,9.707,
"58.35",1.84375,9.716,
"58.40",1.84375,9.724,
"58.45",1.828125,9.732,
"58.50",1.8125,9.741,
"58.55",1.859375,9.749,
"58.60",1.828125,9.757,
"58.65",1.84375,9.766,
"58.70",1.84375,9.774,
"58.75",1.859375,9.782,
"58.80",1.828125,9.791,
"58.85",1.84375,9.799,
"58.90",1.90625,9.807,
"58.95",1.9375,9.816,
"59.00",1.890625,9.824,
"59.05",1.828125,9.832,
"59.10",1.84375,9.841,
"59.15",1.828125,9.849,
"59.20",1.8125,9.857,
"59.25",1.796875,9.866,
"59.30",1.890625,9.874,
"59.35",1.84375,9.882,
"59.40",1.828125,9.891,
"59.45",1.84375,9.899,
"59.50",1.859375,9.907,
"59.55",1.859375,9.916,
"59.60",1.875,9.924,
"59.65",1.828125,9.932,
"59.70",1.859375,9.941,
"59.75",1.859375,9.949,
"59.80",1.875,9.957,
"59.85",1.859375,9.966,
"59.90",1.84375,9.974,
"59.95",1.875,9.982,
"60.00",1.84375,9.991,
"60.05",1.84375,9.999,
"60.10",1.859375,10.007,
"60.15",1.84375,10.016,
"60.20",1.875,10.024,
"60.25",1.84375,10.032,
"60.30",1.90625,10.04,
"60.35",1.859375,10.049,
"60.40",1.875,10.057,
"60.45",1.875,10.065,
"60.50",1.90625,10.074,
"60.55",1.859375,10.082,
"60.60",1.890625,10.091,
"60.65",1.875,10.099,
"60.70",1.875,10.107,
"60.75",1.875,10.116,
"60.80",1.875,10.124,
"60.85",1.90625,10.132,
"60.90",1.859375,10.141,
"60.95",1.859375,10.149,
"61.00",1.953125,10.157,
"61.05",1.96875,10.166,
"61.10",1.875,10.174,
"61.15",1.90625,10.182,
"61.20",1.9375,10.191,
"61.25",1.890625,10.199,
"61.30",1.84375,10.207,
"61.35",1.859375,10.216,
"61.40",1.890625,10.224,
"61.45",1.890625,10.232,
"61.50",1.859375,10.241,
"61.55",1.90625,10.249,
"61.60",1.921875,10.257,
"61.65",1.890625,10.266,
"61.70",1.875,10.274,
"61.75",1.890625,10.282,
"61.80",1.9375,10.291,
"61.85",1.90625,10.299,
"61.90",1.890625,10.307,
"61.95",1.828125,10.316,
"62.00",1.84375,10.324,
"62.05",1.90625,10.332,
"62.10",1.90625,10.341,
"62.15",1.890625,10.349,
"62.20",1.890625,10.357,
"62.25",1.921875,10.366,
"62.30",1.921875,10.374,
"62.35",1.90625,10.382,
"62.40",1.90625,10.391,
"62.45",1.890625,10.399,
"62.50",1.90625,10.407,
"62.55",1.90625,10.416,
"62.60",1.890625,10.424,
"62.65",1.890625,10.432,
"62.70",1.90625,10.44,
"62.75",1.890625,10.449,
"62.80",1.90625,10.457,
"62.85",1.921875,10.466,
"62.90",1.921875,10.474,
"62.95",1.921875,10.482,
"63.00",1.90625,10.491,
"63.05",1.859375,10.499,
"63.10",1.921875,10.507,
"63.15",1.921875,10.516,
"63.20",1.84375,10.524,
"63.25",1.90625,10.532,
"63.30",1.96875,10.541,
"63.35",1.9375,10.549,
"63.40",1.921875,10.557,
"63.45",1.90625,10.566,
"63.50",1.9375,10.574,
"63.55",1.921875,10.582,
"63.60",1.921875,10.591,
"63.65",1.90625,10.599,
"63.70",1.921875,10.607,
"63.75",1.953125,10.616,
"63.80",1.921875,10.624,
"63.85",1.921875,10.632,
"63.90",1.90625,10.641,
"63.95",1.9375,10.649,
"64.00",1.953125,10.657,
"64.05",1.953125,10.666,
"64.10",1.953125,10.674,
"64.15",1.921875,10.682,
"64.20",2.03125,10.691,
"64.25",1.953125,10.699,
"64.30",1.9375,10.707,
"64.35",1.921875,10.716,
"64.40",1.96875,10.724,
"64.45",1.9375,10.732,
"64.50",1.9375,10.741,
"64.55",1.9375,10.749,
"64.60",1.859375,10.757,
"64.65",1.90625,10.766,
"64.70",1.953125,10.774,
"64.75",1.9375,10.782,
"64.80",1.953125,10.791,
"64.85",1.9375,10.799,
"64.90",1.875,10.807,
"64.95",1.90625,10.816,
"65.00",2.015625,10.824,
"65.05",1.96875,10.832,
"65.10",1.96875,10.841,
"65.15",1.953125,10.849,
"65.20",1.921875,10.857,
"65.25",1.9375,10.866,
"65.30",1.9375,10.874,
"65.35",1.9375,10.882,
"65.40",1.953125,10.891,
"65.45",1.953125,10.899,
"65.50",1.953125,10.907,
"65.55",1.984375,10.916,
"65.60",1.96875,10.924,
"65.65",1.96875,10.932,
"65.70",1.96875,10.941,
"65.75",1.96875,10.949,
"65.80",2.015625,10.957,
"65.85",1.96875,10.966,
"65.90",1.96875,10.974,
"65.95",1.921875,10.982,
"66.00",1.96875,10.991,
"66.05",1.953125,10.999,
"66.10",1.96875,11.007,
"66.15",1.953125,11.016,
"66.20",1.984375,11.024,
"66.25",1.984375,11.032,
"66.30",1.984375,11.041,
"66.35",1.953125,11.049,
"66.40",1.9375,11.057,
"66.45",1.984375,11.066,
"66.50",1.984375,11.074,
"66.55",1.984375,11.082,
"66.60",1.96875,11.091,
"66.65",1.96875,11.099,
"66.70",1.96875,11.107,
"66.75",1.96875,11.116,
"66.80",2,11.124,
"66.85",1.96875,11.132,
"66.90",1.984375,11.141,
"66.95",1.96875,11.149,
"67.00",1.984375,11.157,
"67.05",1.984375,11.166,
"67.10",1.984375,11.174,
"67.15",1.96875,11.182,
"67.20",2.03125,11.191,
"67.25",1.9375,11.199,
"67.30",2,11.207,
"67.35",1.984375,11.216,
"67.40",1.984375,11.224,
"67.45",1.96875,11.232,
"67.50",2.015625,11.241,
"67.55",1.96875,11.249,
"67.60",2,11.257,
"67.65",2,11.266,
"67.70",1.9375,11.274,
"67.75",1.984375,11.282,
"67.80",2,11.291,
"67.85",1.96875,11.299,
"67.90",1.984375,11.307,
"67.95",2.03125,11.316,
"68.00",1.984375,11.324,
"68.05",2.03125,11.332,
"68.10",1.984375,11.341,
"68.15",2,11.349,
"68.20",1.9375,11.357,
"68.25",1.984375,11.366,
"68.30",1.96875,11.374,
"68.35",2,11.382,
"68.40",2,11.391,
"68.45",1.984375,11.399,
"68.50",2.015625,11.407,
"68.55",1.96875,11.416,
"68.60",2.015625,11.424,
"68.65",2,11.432,
"68.70",2.015625,11.44,
"68.75",2.015625,11.449,
"68.80",2.015625,11.457,
"68.85",2,11.466,
"68.90",2,11.474,
"68.95",2,11.482,
"69.00",2.078125,11.491,
"69.05",1.984375,11.499,
"69.10",2.015625,11.507,
"69.15",2.03125,11.515,
"69.20",2.03125,11.524,
"69.25",1.953125,11.532,
"69.30",1.96875,11.54,
"69.35",2.046875,11.549,
"69.40",2.078125,11.557,
"69.45",2.0625,11.566,
"69.50",2.015625,11.574,
"69.55",2.03125,11.582,
"69.60",2.03125,11.591,
"69.65",1.984375,11.599,
"69.70",2.015625,11.607,
"69.75",2.015625,11.616,
"69.80",2.03125,11.624,
"69.85",1.984375,11.632,
"69.90",2.015625,11.641,
"69.95",2.015625,11.649,
"70.00",2.015625,11.657,
"70.05",2.03125,11.666,
"70.10",2.015625,11.674,
"70.15",2.015625,11.682,
"70.20",2,11.691,
"70.25",2.03125,11.699,
"70.30",2.015625,11.707,
"70.35",1.96875,11.716,
"70.40",2.015625,11.724,
"70.45",2.015625,11.732,
"70.50",2,11.741,
"70.55",2.03125,11.749,
"70.60",2.03125,11.757,
"70.65",2,11.766,
"70.70",2.046875,11.774,
"70.75",2.0625,11.782,
"70.80",2.15625,11.791,
"70.85",2.03125,11.799,
"70.90",2.046875,11.807,
"70.95",1.984375,11.816,
"71.00",2.0625,11.824,
"71.05",2.0625,11.832,
"71.10",2.03125,11.841,
"71.15",2.015625,11.849,
"71.20",2.09375,11.857,
"71.25",1.984375,11.866,
"71.30",2.046875,11.874,
"71.35",1.96875,11.882,
"71.40",2.0625,11.891,
"71.45",2.03125,11.899,
"71.50",2,11.907,
"71.55",2.046875,11.916,
"71.60",2.09375,11.924,
"71.65",2.046875,11.932,
"71.70",2.046875,11.94,
"71.75",2.140625,11.949,
"71.80",2.046875,11.957,
"71.85",2.0625,11.966,
"71.90",2.109375,11.974,
"71.95",2.078125,11.982,
"72.00",2.0625,11.991,
"72.05",2.046875,11.999,
"72.10",2.03125,12.007,
"72.15",2.03125,12.016,
"72.20",2.03125,12.024,
"72.25",2.0625,12.032,
"72.30",2.0625,12.041,
"72.35",2.0625,12.049,
"72.40",2.078125,12.057,
"72.45",2.078125,12.066,
"72.50",2.09375,12.074,
"72.55",2.0625,12.082,
"72.60",2.0625,12.091,
"72.65",2.078125,12.099,
"72.70",2.078125,12.107,
"72.75",2.21875,12.116,
"72.80",2.09375,12.124,
"72.85",2.046875,12.132,
"72.90",2.078125,12.141,
"72.95",2.03125,12.149,
"73.00",2.078125,12.157,
"73.05",2.046875,12.166,
"73.10",2.03125,12.174,
"73.15",2.0625,12.182,
"73.20",2.140625,12.191,
"73.25",2.09375,12.199,
"73.30",2.078125,12.207,
"73.35",2.046875,12.216,
"73.40",2.078125,12.224,
"73.45",2.109375,12.232,
"73.50",2.09375,12.241,
"73.55",2.078125,12.249,
"73.60",2.078125,12.257,
"73.65",2.125,12.266,
"73.70",2.109375,12.274,
"73.75",2.125,12.282,
"73.80",2.09375,12.291,
"73.85",2.109375,12.299,
"73.90",2.0625,12.307,
"73.95",2.109375,12.316,
"74.00",2.078125,12.324,
"74.05",2.09375,12.332,
"74.10",2.09375,12.341,
"74.15",2.09375,12.349,
"74.20",2.125,12.357,
"74.25",2.09375,12.366,
"74.30",2.0625,12.374,
"74.35",2.125,12.382,
"74.40",2.09375,12.391,
"74.45",2.125,12.399,
"74.50",2.046875,12.407,
"74.55",2.125,12.416,
"74.60",2.109375,12.424,
"74.65",2.109375,12.432,
"74.70",2.078125,12.44,
"74.75",2.109375,12.449,
"74.80",2.078125,12.457,
"74.85",2.109375,12.466,
"74.90",2.109375,12.474,
"74.95",2.0625,12.482,
"75.00",2.125,12.491,
"75.05",2.09375,12.499,
"75.10",2.140625,12.507,
"75.15",2.109375,12.516,
"75.20",2.078125,12.524,
"75.25",2.125,12.532,
"75.30",2.140625,12.54,
"75.35",2.125,12.549,
"75.40",2.125,12.557,
"75.45",2.109375,12.566,
"75.50",2.109375,12.574,
"75.55",2.125,12.582,
"75.60",2.140625,12.591,
"75.65",2.140625,12.599,
"75.70",2.109375,12.607,
"75.75",2.109375,12.616,
"75.80",2.125,12.624,
"75.85",2.125,12.632,
"75.90",2.109375,12.641,
"75.95",2.09375,12.649,
"76.00",2.109375,12.657,
"76.05",2.15625,12.666,
"76.10",2.140625,12.674,
"76.15",2.125,12.682,
"76.20",2.140625,12.691,
"76.25",2.140625,12.699,
"76.30",2.125,12.707,
"76.35",2.140625,12.716,
"76.40",2.125,12.724,
"76.45",2.125,12.732,
"76.50",2.125,12.741,
"76.55",2.140625,12.749,
"76.60",2.171875,12.757,
"76.65",2.140625,12.766,
"76.70",2.171875,12.774,
"76.75",2.140625,12.782,
"76.80",2.140625,12.791,
"76.85",2.109375,12.799,
"76.90",2.15625,12.807,
"76.95",2.109375,12.816,
"77.00",2.109375,12.824,
"77.05",2.125,12.832,
"77.10",2.171875,12.841,
"77.15",2.109375,12.849,
"77.20",2.140625,12.857,
"77.25",2.171875,12.866,
"77.30",2.15625,12.874,
"77.35",2.171875,12.882,
"77.40",2.15625,12.891,
"77.45",2.125,12.899,
"77.50",2.1875,12.907,
"77.55",2.15625,12.916,
"77.60",2.125,12.924,
"77.65",2.125,12.932,
"77.70",2.140625,12.941,
"77.75",2.15625,12.949,
"77.80",2.140625,12.957,
"77.85",2.15625,12.966,
"77.90",2.15625,12.974,
"77.95",2.15625,12.982,
"78.00",2.15625,12.991,
"78.05",2.171875,12.999,
"78.10",2.1875,13.007,
"78.15",2.15625,13.016,
"78.20",2.203125,13.024,
"78.25",2.125,13.032,
"78.30",2.125,13.041,
"78.35",2.125,13.049,
"78.40",2.1875,13.057,
"78.45",2.171875,13.066,
"78.50",2.171875,13.074,
"78.55",2.171875,13.082,
"78.60",2.171875,13.091,
"78.65",2.203125,13.099,
"78.70",2.15625,13.107,
"78.75",2.15625,13.116,
"78.80",2.171875,13.124,
"78.85",2.15625,13.132,
"78.90",2.140625,13.141,
"78.95",2.203125,13.149,
"79.00",2.109375,13.157,
"79.05",2.125,13.166,
"79.10",2.1875,13.174,
"79.15",2.125,13.182,
"79.20",2.1875,13.191,
"79.25",2.203125,13.199,
"79.30",2.1875,13.207,
"79.35",2.21875,13.216,
"79.40",2.171875,13.224,
"79.45",2.15625,13.232,
"79.50",2.15625,13.241,
"79.55",2.203125,13.249,
"79.60",2.21875,13.257,
"79.65",2.171875,13.266,
"79.70",2.15625,13.274,
"79.75",2.171875,13.282,
"79.80",2.171875,13.291,
"79.85",2.1875,13.299,
"79.90",2.203125,13.307,
"79.95",2.1875,13.316,
"80.00",2.171875,13.324,
"80.05",2.203125,13.332,
"80.10",2.1875,13.341,
"80.15",2.1875,13.349,
"80.20",2.1875,13.357,
"80.25",2.1875,13.366,
"80.30",2.1875,13.374,
"80.35",2.1875,13.382,
"80.40",2.203125,13.391,
"80.45",2.1875,13.399,
"80.50",2.203125,13.407,
"80.55",2.21875,13.416,
"80.60",2.171875,13.424,
"80.65",2.21875,13.432,
"80.70",2.1875,13.44,
"80.75",2.21875,13.449,
"80.80",2.203125,13.457,
"80.85",2.234375,13.466,
"80.90",2.1875,13.474,
"80.95",2.21875,13.482,
"81.00",2.234375,13.491,
"81.05",2.203125,13.499,
"81.10",2.25,13.507,
"81.15",2.1875,13.516,
"81.20",2.203125,13.524,
"81.25",2.21875,13.532,
"81.30",2.203125,13.54,
"81.35",2.21875,13.549,
"81.40",2.171875,13.557,
"81.45",2.234375,13.566,
"81.50",2.234375,13.574,
"81.55",2.234375,13.582,
"81.60",2.234375,13.591,
"81.65",2.234375,13.599,
"81.70",2.25,13.607,
"81.75",2.234375,13.616,
"81.80",2.21875,13.624,
"81.85",2.21875,13.632,
"81.90",2.203125,13.641,
"81.95",2.234375,13.649,
"82.00",2.203125,13.657,
"82.05",2.234375,13.666,
"82.10",2.234375,13.674,
"82.15",2.21875,13.682,
"82.20",2.21875,13.691,
"82.25",2.234375,13.699,
"82.30",2.203125,13.707,
"82.35",2.21875,13.716,
"82.40",2.21875,13.724,
"82.45",2.25,13.732,
"82.50",2.25,13.741,
"82.55",2.21875,13.749,
"82.60",2.1875,13.757,
"82.65",2.25,13.766,
"82.70",2.265625,13.774,
"82.75",2.21875,13.782,
"82.80",2.234375,13.791,
"82.85",2.21875,13.799,
"82.90",2.28125,13.807,
"82.95",2.265625,13.816,
"83.00",2.25,13.824,
"83.05",2.234375,13.832,
"83.10",2.21875,13.841,
"83.15",2.21875,13.849,
"83.20",2.234375,13.857,
"83.25",2.25,13.866,
"83.30",2.25,13.874,
"83.35",2.265625,13.882,
"83.40",2.234375,13.891,
"83.45",2.1875,13.899,
"83.50",2.234375,13.907,
"83.55",2.234375,13.916,
"83.60",2.234375,13.924,
"83.65",2.265625,13.932,
"83.70",2.234375,13.941,
"83.75",2.265625,13.949,
"83.80",2.21875,13.957,
"83.85",2.25,13.966,
"83.90",2.21875,13.974,
"83.95",2.234375,13.982,
"84.00",2.25,13.991,
"84.05",2.25,13.999,
"84.10",2.25,14.007,
"84.15",2.234375,14.016,
"84.20",2.265625,14.024,
"84.25",2.265625,14.032,
"84.30",2.28125,14.041,
"84.35",2.234375,14.049,
"84.40",2.265625,14.057,
"84.45",2.296875,14.066,
"84.50",2.28125,14.074,
"84.55",2.265625,14.082,
"84.60",2.25,14.091,
"84.65",2.265625,14.099,
"84.70",2.265625,14.107,
"84.75",2.265625,14.116,
"84.80",2.25,14.124,
"84.85",2.25,14.132,
"84.90",2.25,14.141,
"84.95",2.25,14.149,
"85.00",2.265625,14.157,
"85.05",2.296875,14.166,
"85.10",2.265625,14.174,
"85.15",2.21875,14.182,
"85.20",2.265625,14.191,
"85.25",2.25,14.199,
"85.30",2.28125,14.207,
"85.35",2.265625,14.216,
"85.40",2.25,14.224,
"85.45",2.3125,14.232,
"85.50",2.28125,14.241,
"85.55",2.28125,14.249,
"85.60",2.28125,14.257,
"85.65",2.296875,14.266,
"85.70",2.265625,14.274,
"85.75",2.265625,14.282,
"85.80",2.25,14.291,
"85.85",2.28125,14.299,
"85.90",2.28125,14.307,
"85.95",2.28125,14.316,
"86.00",2.28125,14.324,
"86.05",2.265625,14.332,
"86.10",2.21875,14.341,
"86.15",2.265625,14.349,
"86.20",2.28125,14.357,
"86.25",2.28125,14.366,
"86.30",2.265625,14.374,
"86.35",2.28125,14.382,
"86.40",2.3125,14.391,
"86.45",2.265625,14.399,
"86.50",2.28125,14.407,
"86.55",2.265625,14.416,
"86.60",2.28125,14.424,
"86.65",2.34375,14.432,
"86.70",2.3125,14.44,
"86.75",2.328125,14.449,
"86.80",2.296875,14.457,
"86.85",2.28125,14.466,
"86.90",2.375,14.474,
"86.95",2.296875,14.482,
"87.00",2.28125,14.491,
"87.05",2.296875,14.499,
"87.10",2.328125,14.507,
"87.15",2.375,14.516,
"87.20",2.28125,14.524,
"87.25",2.3125,14.532,
"87.30",2.296875,14.54,
"87.35",2.296875,14.549,
"87.40",2.3125,14.557,
"87.45",2.28125,14.565,
"87.50",2.3125,14.574,
"87.55",2.328125,14.582,
"87.60",2.296875,14.591,
"87.65",2.28125,14.599,
"87.70",2.3125,14.607,
"87.75",2.3125,14.616,
"87.80",2.3125,14.624,
"87.85",2.34375,14.632,
"87.90",2.3125,14.641,
"87.95",2.3125,14.649,
"88.00",2.28125,14.657,
"88.05",2.3125,14.666,
"88.10",2.34375,14.674,
"88.15",2.3125,14.682,
"88.20",2.3125,14.691,
"88.25",2.34375,14.699,
"88.30",2.3125,14.707,
"88.35",2.28125,14.716,
"88.40",2.296875,14.724,
"88.45",2.3125,14.732,
"88.50",2.34375,14.741,
"88.55",2.328125,14.749,
"88.60",2.25,14.757,
"88.65",2.296875,14.766,
"88.70",2.3125,14.774,
"88.75",2.328125,14.782,
"88.80",2.296875,14.791,
"88.85",2.28125,14.799,
"88.90",2.3125,14.807,
"88.95",2.46875,14.816,
"89.00",2.359375,14.824,
"89.05",2.296875,14.832,
"89.10",2.3125,14.841,
"89.15",2.34375,14.849,
"89.20",2.296875,14.857,
"89.25",2.328125,14.866,
"89.30",2.34375,14.874,
"89.35",2.3125,14.882,
"89.40",2.328125,14.891,
"89.45",2.34375,14.899,
"89.50",2.328125,14.907,
"89.55",2.359375,14.916,
"89.60",2.34375,14.924,
"89.65",2.34375,14.932,
"89.70",2.34375,14.94,
"89.75",2.3125,14.949,
"89.80",2.3125,14.957,
"89.85",2.34375,14.966,
"89.90",2.3125,14.974,
"89.95",2.34375,14.982,
"90.00",2.34375,14.991,
"90.05",2.34375,14.999,
"90.10",2.3125,15.007,
"90.15",2.328125,15.016,
"90.20",2.375,15.024,
"90.25",2.375,15.032,
"90.30",2.34375,15.041,
"90.35",2.375,15.049,
"90.40",2.421875,15.057,
"90.45",2.34375,15.066,
"90.50",2.359375,15.074,
"90.55",2.359375,15.082,
"90.60",2.34375,15.091,
"90.65",2.34375,15.099,
"90.70",2.328125,15.107,
"90.75",2.34375,15.116,
"90.80",2.359375,15.124,
"90.85",2.328125,15.132,
"90.90",2.359375,15.141,
"90.95",2.328125,15.149,
"91.00",2.34375,15.157,
"91.05",2.34375,15.166,
"91.10",2.34375,15.174,
"91.15",2.359375,15.182,
"91.20",2.390625,15.191,
"91.25",2.359375,15.199,
"91.30",2.375,15.207,
"91.35",2.34375,15.216,
"91.40",2.359375,15.224,
"91.45",2.4375,15.232,
"91.50",2.40625,15.241,
"91.55",2.375,15.249,
"91.60",2.359375,15.257,
"91.65",2.375,15.266,
"91.70",2.421875,15.274,
"91.75",2.375,15.282,
"91.80",2.359375,15.291,
